0.11969439465661515,-0.005409444757553555,0
0.24382423784607724,-0.007112024365139043,0
0.34312583942332103,-0.004359470312504807,0
0.5492763293453506,-0.015392268853290083,0
0.7289778572953691,-0.02440888297949558,0
0.8685248851751969,-0.02744633558860351,0
0.9745454896384584,-0.026705980192074825,0
1.086099115362711,-0.02489822227884751,0
1.2244169883567155,-0.021775465170423638,0
1.3372312659304435,-0.01916835450239396,0
1.470680846685362,-0.016254937858330223,0
1.6188436088889153,-0.01979322747229152,0
1.7631375421325246,-0.02463723872333767,0
1.899441878510289,-0.02531946849019403,0
2.0368687403526344,-0.027187548175848678,0
2.1773254780636786,-0.05007797110523356,0
2.3350281441138905,-0.07812377346814771,0
2.461987967758634,-0.10801900275855433,0
2.6156925077859334,-0.13647422500944967,0
2.7559056179254227,-0.16731757580912626,0
2.9102161233160397,-0.20573957879704377,0
3.0784766314772782,-0.2554714887487027,0
3.2317408866175708,-0.3202720770945032,0
3.392086146192536,-0.3965903321757632,0
3.562357677633754,-0.4691748245803198,0
3.6732421100501775,-0.5463897027165115,0
3.8108943701858724,-0.6481436533143599,0
3.9601004437194236,-0.7462237076555384,0
4.09912250162034,-0.8499206466082952,0
4.22447764370952,-0.9632650037890038,0
4.333874746173441,-1.0862854435128841,0
4.433847309571684,-1.2377893503491415,0
4.518025408685185,-1.381699414838706,0
4.592829928357668,-1.5393088652154905,0
4.667707770783424,-1.6885781592650009,0
4.738009765748607,-1.8358985938386845,0
4.792476783203177,-1.9854618939989006,0
4.8510103776323374,-2.143851592156756,0
4.893324440171251,-2.281289789737241,0
4.946502853695949,-2.428476101188787,0
4.990680230987864,-2.5706989375416365,0
5.025616525153331,-2.730787991696191,0
5.03248287594224,-2.846701483386145,0
